Entry,Organism (ID),Protein families,Length,Fragment,Toxic dose,PTM Keywords,PTM Summary,Gene Ontology (GO),Gene Ontology (biological process),Gene Ontology (cellular component),Gene Ontology (molecular function),Protein existence,ToxProt definition,Scientific_Name,Phylum,Class,Order,Family,Genus,Species,Habitat,Habitat_Detailed
C0JAU8,571529,Arthropod phospholipase D family,276,fragment,,Disulfide bond; Glycoprotein,Disulfide bond:2; Glycosylation:2,GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level,both,Loxosceles sabina,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sabina,terrestrial,terrestrial
Q7Z1N0,196454,Arthropod phospholipase D family,161,fragment,,Disulfide bond,,GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),3: Inferred from homology,both,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
C0JB11,575961,Arthropod phospholipase D family,278,fragment,,Disulfide bond,Disulfide bond:1,GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level,both,Loxosceles sp. 4 GJB-2008,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles sp. 4 GJB-2008,terrestrial,terrestrial
C0JB25,58217,Arthropod phospholipase D family,276,fragment,,Disulfide bond,Disulfide bond:2,GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level,both,Loxosceles laeta,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles laeta,terrestrial,terrestrial
C0JB30,196454,Arthropod phospholipase D family,273,fragment,,Disulfide bond,Disulfide bond:2,GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0044179 (hemolysis in other organism); GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level,both,Loxosceles arizonica,Arthropoda,Arachnida,Araneae,Sicariidae,Loxosceles,Loxosceles arizonica,terrestrial,terrestrial
P30833,6105,Actinoporin family,20,fragment,,,,GO:0044179 (hemolysis in other organism); GO:0006811 (ion transport); GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane),GO:0044179 (hemolysis in other organism); GO:0006811 (ion transport),GO:0005576 (extracellular region); GO:0016021 (integral component of membrane); GO:0042151 (nematocyst); GO:0044218 (other organism cell membrane),,1: Evidence at protein level,kw_toxin,Actinia tenebrosa,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Actinia,Actinia tenebrosa,marine,marine
P83563,7460,Contains 1 TIL (trypsin inhibitory-like) domain,71,,,Disulfide bond,Disulfide bond:5,GO:0005615 (extracellular space),,GO:0005615 (extracellular space),,1: Evidence at protein level,venom_tissue,Apis mellifera,Arthropoda,Insecta,Hymenoptera,Apidae,Apis,Apis mellifera,terrestrial,terrestrial
P0DMI8,118530,,74,,,Amidation; Cleavage on pair of basic residues,Amidation:1,GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of other organism); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),GO:0019835 (cytolysis); GO:0042742 (defense response to bacterium); GO:0050832 (defense response to fungus); GO:0031640 (killing of cells of other organism),GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,3: Inferred from homology,venom_tissue,Heterometrus spinifer,Arthropoda,Arachnida,Scorpiones,Scorpionidae,Heterometrus,Heterometrus spinifer,terrestrial,terrestrial
P83451,58720,Ntn-hydrolase family,40,fragment,,Autocatalytic cleavage; Glycoprotein,,GO:0005576 (extracellular region); GO:0003948 (N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity); GO:0008233 (peptidase activity),,GO:0005576 (extracellular region),GO:0003948 (N4-(beta-N-acetylglucosaminyl)-L-asparaginase activity); GO:0008233 (peptidase activity),1: Evidence at protein level,venom_tissue,Asobara tabida,Arthropoda,Insecta,Hymenoptera,Braconidae,Asobara,Asobara tabida,terrestrial,terrestrial
C0JB79,575956,Arthropod phospholipase D family,274,fragment,,Disulfide bond,Disulfide bond:2,GO:0006629 (lipid metabolic process); GO:0005576 (extracellular region); GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),GO:0006629 (lipid metabolic process),GO:0005576 (extracellular region),GO:0046872 (metal ion binding); GO:0070290 (N-acylphosphatidylethanolamine-specific phospholipase D activity); GO:0004630 (phospholipase D activity),2: Evidence at transcript level,both,Sicarius cf. damarensis GJB-2008,Arthropoda,Arachnida,Araneae,Sicariidae,Sicarius,Sicarius cf. damarensis GJB-2008,terrestrial,terrestrial
P0DMY0,51769,Sea anemone type 3 (BDS) potassium channel toxin family,80,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0042151 (nematocyst); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0042151 (nematocyst),GO:0008200 (ion channel inhibitor activity),3: Inferred from homology,kw_toxin,Anemonia viridis,Cnidaria,Anthozoa,Actiniaria,Actiniidae,Anemonia,Anemonia viridis,marine,marine
Q8JFY0,161274,AVIT (prokineticin) family,96,,,Disulfide bond,Disulfide bond:5,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,kw_toxin,Bombina maxima,Chordata,Amphibia,Anura,Bombinatoridae,Bombina,Bombina maxima,terrestrial,terrestrial
P0DKZ4,8727,Bradykinin-potentiating peptide family,8,,,Pyrrolidone carboxylic acid,Pyrrolidone carboxylic acid:1,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008217 (regulation of blood pressure),GO:0005576 (extracellular region),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level,both,Bothrops cotiara,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops cotiara,terrestrial,terrestrial
P0C7R6,8716,Bradykinin-potentiating peptide family,10,,,Pyrrolidone carboxylic acid,Pyrrolidone carboxylic acid:1,GO:0008217 (regulation of blood pressure); GO:0005576 (extracellular region); GO:0008191 (metalloendopeptidase inhibitor activity),GO:0008217 (regulation of blood pressure),GO:0005576 (extracellular region),GO:0008191 (metalloendopeptidase inhibitor activity),1: Evidence at protein level,venom_tissue,Agkistrodon piscivorus piscivorus,Chordata,Lepidosauria,Squamata,Viperidae,Agkistrodon,Agkistrodon piscivorus,terrestrial,terrestrial
P86428,699254,Bradykinin-related peptide family,6,,,Amidation,Amidation:1,GO:0006952 (defense response); GO:0042311 (vasodilation); GO:0005576 (extracellular region),GO:0006952 (defense response); GO:0042311 (vasodilation),GO:0005576 (extracellular region),,1: Evidence at protein level,kw_toxin,Pithecopus nordestinus,Chordata,Amphibia,Anura,Hylidae,Pithecopus,Pithecopus nordestinus,terrestrial,terrestrial
C7T1P5,89425,Conotoxin O1 superfamily,69,fragment,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus ebraeus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ebraeus,marine,marine
P0C845,439592,Pg turripeptide superfamily,82,,,Disulfide bond; Gamma-carboxyglutamic acid; Hydroxylation,Disulfide bond:3; Gamma-carboxyglutamic acid:2; Hydroxylation:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Gemmula speciosa,Mollusca,Gastropoda,Neogastropoda,Turridae,Gemmula,Gemmula speciosa,marine,marine
P0CAQ7,101306,Conotoxin A superfamily,40,fragment,,Amidation; Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:2; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Conus leopardus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus leopardus,marine,marine
P56641,89437,Conotoxin A superfamily,16,,,Amidation; Disulfide bond,Disulfide bond:2; Amidation:1,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,1: Evidence at protein level,both,Conus aulicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus aulicus,marine,marine
Q9XZK7,6494,Conotoxin A superfamily,66,,,Disulfide bond,Disulfide bond:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q9BP56,37335,Conotoxin A superfamily,61,,,Amidation; Disulfide bond; Sulfation,Disulfide bond:2; Amidation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane); GO:0030550 (acetylcholine receptor inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),GO:0030550 (acetylcholine receptor inhibitor activity),2: Evidence at transcript level,both,Conus pennaceus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus pennaceus,marine,marine
U5KJT7,1368281,Cathelicidin family,189,,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:2,GO:0042742 (defense response to bacterium); GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),GO:0042742 (defense response to bacterium),GO:0005576 (extracellular region); GO:0016020 (membrane); GO:0044218 (other organism cell membrane),,2: Evidence at transcript level,venom_tissue,Bothrops lutzi,Chordata,Lepidosauria,Squamata,Viperidae,Bothrops,Bothrops lutzi,terrestrial,terrestrial
Q7Z093,61198,Conotoxin I1 superfamily,46,,,D-amino acid; Disulfide bond; Hydroxylation,Disulfide bond:4; Hydroxylation:3; D-amino acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),,2: Evidence at transcript level,both,Conus radiatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus radiatus,marine,marine
Q7YZS9,89427,Conotoxin I2 superfamily,67,,,Amidation; Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:4; Amidation:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus virgo,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus virgo,marine,marine
Q2I2R5,89445,Conotoxin L superfamily,64,,,Amidation; Disulfide bond; Hydroxylation,Amidation:1,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,GO:0005576 (extracellular region); GO:0035792 (other organism postsynaptic membrane),,2: Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P84705,1520082,Conotoxin L superfamily,27,,,Disulfide bond,Disulfide bond:2,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus anabathrum floridanus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus anabathrum,marine,marine
Q9BPJ6,6494,Conotoxin M superfamily,70,,,Amidation; Cleavage on pair of basic residues; Disulfide bond; Hydroxylation,Disulfide bond:3; Amidation:1; Hydroxylation:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
Q2I2Q2,89445,Conotoxin M superfamily,70,,,Disulfide bond; Pyrrolidone carboxylic acid,Disulfide bond:3; Pyrrolidone carboxylic acid:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus litteratus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus litteratus,marine,marine
P58842,101313,Conotoxin M superfamily,15,,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:1,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus quercinus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus quercinus,marine,marine
D6C4L2,1736779,Conotoxin O1 superfamily,80,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),3: Inferred from homology,both,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
P85020,101314,Conotoxin M superfamily,19,,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:3,GO:0005576 (extracellular region),,GO:0005576 (extracellular region),,1: Evidence at protein level,both,Conus regius,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus regius,marine,marine
Q5K0D6,6493,Conotoxin O1 superfamily,78,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region); GO:0072556 (other organism presynaptic membrane),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus striatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus striatus,marine,marine
D6C4K0,1736779,Conotoxin O1 superfamily,67,,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),3: Inferred from homology,both,Californiconus californicus,Mollusca,Gastropoda,Neogastropoda,Conidae,Californiconus,Californiconus californicus,marine,marine
Q9UA95,100123,Conotoxin O1 superfamily,74,fragment,,Cleavage on pair of basic residues; Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus abbreviatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus abbreviatus,marine,marine
Q9BPA9,6494,Conotoxin O2 superfamily,70,,,Bromination; Disulfide bond,Disulfide bond:3; Bromination:1,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),1: Evidence at protein level,both,Conus textile,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus textile,marine,marine
C7T188,89425,Conotoxin O1 superfamily,69,fragment,,Disulfide bond,Disulfide bond:3,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0008200 (ion channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0008200 (ion channel inhibitor activity),2: Evidence at transcript level,both,Conus ebraeus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus ebraeus,marine,marine
P56710,39967,Conotoxin O1 superfamily,31,,,Disulfide bond; Hydroxylation,Disulfide bond:3; Hydroxylation:2,GO:0009405 (pathogenesis); GO:0005576 (extracellular region); GO:0019871 (sodium channel inhibitor activity),GO:0009405 (pathogenesis),GO:0005576 (extracellular region),GO:0019871 (sodium channel inhibitor activity),1: Evidence at protein level,both,Conus nigropunctatus,Mollusca,Gastropoda,Neogastropoda,Conidae,Conus,Conus nigropunctatus,marine,marine
